Country/Region,Date,Name,Event,Format,Hero,Rank,deck_url
Germany,06 Nov 2021,Maximilian Klein Lexi Deck Germany Nationals 6.11.21,Germany National Championship 2021,Classic Constructed,"Lexi, Livewire",2nd,https://fabtcg.com/decklists/maximilian-klein-lexi-deck-germany-nationals-61121/
Germany,06 Nov 2021,Christian Weissling Bravo Deck Germany Nationals 6.11.21,Germany National Championship 2021,Classic Constructed,"Bravo, Showstopper",4th,https://fabtcg.com/decklists/christian-weissling-bravo-deck-germany-nationals-61121/
Germany,06 Nov 2021,Matthias Hittel Briar Deck Germany Nationals 6.11.21,Germany National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/matthias-hittel-briar-deck-germany-nationals-61121/
Germany,06 Nov 2021,Jean-Paul Klintworth Boltyn Deck German Nationals 6.11.21,Germany National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",8th,https://fabtcg.com/decklists/jean-paul-klintworth-boltyn-deck-german-nationals-61121/
Germany,06 Nov 2021,Philip King Lexi Deck Germany Nationals 6.11.21,Germany National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/philip-king-lexi-deck-germany-nationals-61121/
,06 Nov 2021,Sebastian Golla Oldhim Deck Germany Nationals 6.11.21,Germany National Championship 2021,Classic Constructed,"Oldhim, Grandfather of Eternity",8th,https://fabtcg.com/decklists/sebastian-golla-oldhim-deck-germany-nationals-61121/
Poland,06 Nov 2021,Szymon Wrzesien-Kwiatkowski Briar Deck Germany Nationals 6.11.21,Germany National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/szymon-wrzesien-kwiatkowski-briar-deck-germany-nationals-61121/
Malaysia,06 Nov 2021,Derk Hua Lee Dash Deck Malaysia Nationals 6.11.21,Malaysia National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",1st,https://fabtcg.com/decklists/derk-hua-lee-dash-deck-malaysia-nationals-61121/
Malaysia,06 Nov 2021,Tan Xi Shern Dorinthea Deck Malaysia Nationals 6.11.21,Malaysia National Championship 2021,Classic Constructed,Dorinthea Ironsong,2nd,https://fabtcg.com/decklists/tan-xi-shern-dorinthea-deck-malaysia-nationals-61121/
Malaysia,06 Nov 2021,Clement Ling Lexi Deck Malaysia Nationals 6.11.21,Malaysia National Championship 2021,Classic Constructed,"Lexi, Livewire",4th,https://fabtcg.com/decklists/clement-ling-lexi-deck-malaysia-nationals-61121/
Malaysia,06 Nov 2021,Saiful Bahari B Hassan Chane Deck Malaysia Nationals 6.11.21,Malaysia National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/saiful-bahari-b-hassan-chane-deck-malaysia-nationals-61121/
Malaysia,06 Nov 2021,Barry Sangabo Sirimanne Briar Deck Malaysia Nationals 6.11.21,Malaysia National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/barry-sangabo-sirimanne-briar-deck-malaysia-nationals-61121/
Malaysia,06 Nov 2021,Ng Kok Bin Bravo Deck Malaysia Nationals 6.11.21,Malaysia National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/ng-kok-bin-bravo-deck-malaysia-nationals-61121/
Malaysia,06 Nov 2021,Abdul Salam Briar Deck Malaysia Nationals 6.11.21,Malaysia National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/abdul-salam-briar-deck-malaysia-nationals-61121/
Malaysia,06 Nov 2021,Davin Shin Briar Deck Malaysia Nationals 6.11.21,Malaysia National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/davin-shin-briar-deck-malaysia-nationals-61121/
Portugal,06 Nov 2021,Filipe Camacho Briar Deck Portugal Nationals 6.11.21,Portugal National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/filipe-camacho-briar-deck-portugal-nationals-61121/
Portugal,06 Nov 2021,Nuno Neves Dash Deck Portugal Nationals 6.11.21,Portugal National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",2nd,https://fabtcg.com/decklists/nuno-neves-dash-deck-portugal-nationals-61121/
Portugal,06 Nov 2021,Mario Abrantes Boltyn Deck Portugal Nationals 6.11.21,Portugal National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",4th,https://fabtcg.com/decklists/mario-abrantes-boltyn-deck-portugal-nationals-61121/
Portugal,06 Nov 2021,Ruben Martins Katsu Deck Portugal Nationals 6.11.21,Portugal National Championship 2021,Classic Constructed,"Katsu, the Wanderer",4th,https://fabtcg.com/decklists/ruben-martins-katsu-deck-portugal-nationals-61121/
Portugal,06 Nov 2021,Joao Monteiro Levia Deck Portugal Nationals 6.11.21,Portugal National Championship 2021,Classic Constructed,"Levia, Shadowborn Abomination",8th,https://fabtcg.com/decklists/joao-monteiro-levia-deck-portugal-nationals-61121/
Portugal,06 Nov 2021,Joao Cruz Bravo Deck Portugal Nationals 6.11.21,Portugal National Championship 2021,Classic Constructed,"Bravo, Showstopper",8th,https://fabtcg.com/decklists/joao-cruz-bravo-deck-portugal-nationals-61121/
Portugal,06 Nov 2021,Bruno Patrao Prism Deck Portugal Nationals 6.11.21,Portugal National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/bruno-patrao-prism-deck-portugal-nationals-61121/
Portugal,06 Nov 2021,Micael Cruz Prism Deck Portugal Nationals 6.11.21,Portugal National Championship 2021,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/micael-cruz-prism-deck-portugal-nationals-61121/
Spain,06 Nov 2021,Jorge Moreno Boltyn Deck Spain Nationals 6.11.21,Spain National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",1st,https://fabtcg.com/decklists/jorge-moreno-boltyn-deck-spain-nationals-61121/
Spain,06 Nov 2021,Francesc Bosch Farres Dorinthea Deck Spain Nationals 6.11.21,Spain National Championship 2021,Classic Constructed,Dorinthea Ironsong,2nd,https://fabtcg.com/decklists/francesc-bosch-farres-dorinthea-deck-spain-nationals-61121/
Spain,06 Nov 2021,Alfonso Bueno Briar Deck Spain Nationals 6.11.21,Spain National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/alfonso-bueno-briar-deck-spain-nationals-61121/
Spain,06 Nov 2021,Alvaro Francisco Toledano Briar Deck Spain Nationals 6.11.21,Spain National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/alvaro-francisco-toledano-briar-deck-spain-nationals-61121/
Spain,06 Nov 2021,Max Dieckmann Chane Deck Spain Nationals 6.11.21,Spain National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",8th,https://fabtcg.com/decklists/max-dieckmann-chane-deck-spain-nationals-61121/
Spain,06 Nov 2021,Sr Clenyu Katsu Deck Spain Nationals 6.11.21,Spain National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/sr-clenyu-katsu-deck-spain-nationals-61121/
Spain,06 Nov 2021,Josep Gine Dash Deck Spain Nationals 6.11.21,Spain National Championship 2021,Classic Constructed,"Dash, Inventor Extraordinaire",8th,https://fabtcg.com/decklists/josep-gine-dash-deck-spain-nationals-61121/
Spain,06 Nov 2021,Adrian Ruiz Yague Briar Deck Spain Nationals 6.11.21,Spain National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/adrian-ruiz-yague-briar-deck-spain-nationals-61121/
Switzerland,06 Nov 2021,Pascal Weiler Bravo Deck Switzerland Nationals 6.11.21,Switzerland National Championship 2021,Classic Constructed,"Bravo, Showstopper",1st,https://fabtcg.com/decklists/pascal-weiler-bravo-deck-switzerland-nationals-61121/
Switzerland,06 Nov 2021,Jean Michael Wagner Santana Dorinthea Deck Switzerland Nationals 6.11.21,Switzerland National Championship 2021,Classic Constructed,Dorinthea Ironsong,2nd,https://fabtcg.com/decklists/jean-michael-wagner-santana-dorinthea-deck-switzerland-nationals-61121/
Switzerland,06 Nov 2021,Michael Wachouschek Chane Deck Switzerland Nationals 6.11.21,Switzerland National Championship 2021,Classic Constructed,"Chane, Bound by Shadow",4th,https://fabtcg.com/decklists/michael-wachouschek-chane-deck-switzerland-nationals-61121/
Switzerland,06 Nov 2021,Ralph Schlauri Levia Deck Switzerland Nationals 6.11.21,Switzerland National Championship 2021,Classic Constructed,"Levia, Shadowborn Abomination",4th,https://fabtcg.com/decklists/ralph-schlauri-levia-deck-switzerland-nationals-61121/
Switzerland,06 Nov 2021,Kevin Wulser Briar Deck Switzerland Nationals 6.11.21,Switzerland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/kevin-wulser-briar-deck-switzerland-nationals-61121/
Switzerland,06 Nov 2021,Julien Gremion Lexi Deck Switzerland Nationals 6.11.21,Switzerland National Championship 2021,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/julien-gremion-lexi-deck-switzerland-nationals-61121/
Switzerland,06 Nov 2021,Stefan Stager Boltyn Deck Switzerland Nationals 6.11.21,Switzerland National Championship 2021,Classic Constructed,"Ser Boltyn, Breaker of Dawn",8th,https://fabtcg.com/decklists/stefan-stager-boltyn-deck-switzerland-nationals-61121/
Switzerland,06 Nov 2021,David Schoch Briar Deck Switzerland Nationals 6.11.21,Switzerland National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/david-schoch-briar-deck-switzerland-nationals-61121/
Canada,06 Nov 2021,Tariq Patel Briar Deck United States Nationals 6.11.21,US National Championship + The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/tariq-patel-briar-deck-united-states-nationals-61121/
United States of America,06 Nov 2021,Shuo Feng Chane Deck United States Nationals 6.11.21,US National Championship + The Calling - Orlando,Classic Constructed,"Chane, Bound by Shadow",2nd,https://fabtcg.com/decklists/shuo-feng-chane-deck-united-states-nationals-61121/
United States of America,06 Nov 2021,Cody Williams Chane Deck United States Nationals 6.11.21,US National Championship + The Calling - Orlando,Classic Constructed,"Chane, Bound by Shadow",3rd,https://fabtcg.com/decklists/cody-williams-chane-deck-united-states-nationals-61121/
United States of America,06 Nov 2021,Dagan White Briar Deck United States Nationals 6.11.21,US National Championship + The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/dagan-white-briar-deck-united-states-nationals-61121/
United States of America,06 Nov 2021,Isaac Jessen Lexi Deck United States Nationals 6.11.21,US National Championship + The Calling - Orlando,Classic Constructed,"Lexi, Livewire",5th,https://fabtcg.com/decklists/isaac-jessen-lexi-deck-united-states-nationals-61121/
United States of America,06 Nov 2021,Jacob Baugh Briar Deck Unitsed States Nationals 6.11.21,US National Championship + The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",6th,https://fabtcg.com/decklists/jacob-baugh-briar-deck-unitsed-states-nationals-61121/
United States of America,06 Nov 2021,Tyler Horspool Briar Deck United States Nationals 6.11.21,US National Championship + The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",7th,https://fabtcg.com/decklists/tyler-horspool-briar-deck-united-states-nationals-61121/
United States of America,06 Nov 2021,John Siadak Briar Deck United States Nationals 6.11.21,US National Championship + The Calling - Orlando,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/john-siadak-briar-deck-united-states-nationals-61121/
United Kingdom,31 Oct 2021,Matthew Foulkes Briar Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",1st,https://fabtcg.com/decklists/matthew-foulkes-briar-deck-uk-nationals-301021/
United Kingdom,31 Oct 2021,George Rodger Bravo Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Bravo, Showstopper",2nd,https://fabtcg.com/decklists/george-rodger-bravo-deck-uk-nationals-301021/
United Kingdom,31 Oct 2021,Sharif Shaaban Briar Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/sharif-shaaban-briar-deck-uk-nationals-301021/
United Kingdom,31 Oct 2021,Simon Denning Briar Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/simon-denning-briar-deck-uk-nationals-301021/
United Kingdom,31 Oct 2021,Sean Knowelden Katsu Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/sean-knowelden-katsu-deck-uk-nationals-301021/
United Kingdom,31 Oct 2021,Aaron Boyhan Briar Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Briar, Warden of Thorns",8th,https://fabtcg.com/decklists/aaron-boyhan-briar-deck-uk-nationals-301021/
United Kingdom,31 Oct 2021,Hamish Chisholm Brown Viserai Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Viserai, Rune Blood",8th,https://fabtcg.com/decklists/hamish-chisholm-brown-viserai-deck-uk-nationals-301021/
United Kingdom,31 Oct 2021,Aaron Simon Katsu Deck UK Nationals 30.10.21,United Kingdom National Championship 2021,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/aaron-simon-katsu-deck-uk-nationals-301021/
United Kingdom,30 Oct 2021,Darren Hazelden Levia Deck – UK National Championship 10.30.21,,Classic Constructed,"Levia, Shadowborn Abomination",,https://fabtcg.com/decklists/darren-hazelden-levia-deck-uk-national-championship-103021/
United States of America,24 Oct 2021,Michael Feng Oldhim Deck – The Calling Cincinnati 10.24.21,The Calling - Cincinnati,Booster Draft,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/michael-feng-oldhim-deck-the-calling-cincinnati-102421/
Canada,24 Oct 2021,Tariq Patel Briar Deck – The Calling Cincinnati 10.24.21,The Calling - Cincinnati,Booster Draft,"Briar, Warden of Thorns",2nd,https://fabtcg.com/decklists/tariq-patel-briar-deck-the-calling-cincinnati-102421/
United States of America,24 Oct 2021,Stewart McGirt Bravo Deck – ProQuest Cincinnati 10.24.21,,Classic Constructed,"Bravo, Showstopper",1st,https://fabtcg.com/decklists/stewart-mcgirt-bravo-deck-proquest-cincinnati-102421/
United States of America,24 Oct 2021,Alex Keeler Chane Deck – ProQuest Cincinnati 10.24.21,,Classic Constructed,"Chane, Bound by Shadow",2nd,https://fabtcg.com/decklists/alex-keeler-chane-deck-proquest-cincinnati-102421/
United States of America,24 Oct 2021,Chris Higashi Briar Deck – ProQuest Cincinnati 10.24.21,,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/chris-higashi-briar-deck-proquest-cincinnati-102421/
United States of America,24 Oct 2021,Brendan Patrick Briar Deck – ProQuest Cincinnati 10.24.21,,Classic Constructed,"Briar, Warden of Thorns",4th,https://fabtcg.com/decklists/brendan-patrick-briar-deck-proquest-cincinnati-102421/
United States of America,24 Oct 2021,Luke Hackbarth Katsu Deck – ProQuest Cincinnati 10.24.21,,Classic Constructed,"Katsu, the Wanderer",8th,https://fabtcg.com/decklists/luke-hackbarth-katsu-deck-proquest-cincinnati-102421/
United States of America,24 Oct 2021,Jason Anthony Watkins Prism Deck – ProQuest Cincinnati 10.24.21,,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/jason-anthony-watkins-prism-deck-proquest-cincinnati-102421/
United States of America,24 Oct 2021,Stephen Pierce Lexi Deck – ProQuest Cincinnati 10.24.21,,Classic Constructed,"Lexi, Livewire",8th,https://fabtcg.com/decklists/stephen-pierce-lexi-deck-proquest-cincinnati-102421/
United States of America,24 Oct 2021,Mathew Frye Prism Deck – ProQuest Cincinnati 10.24.21,,Classic Constructed,"Prism, Sculptor of Arc Light",8th,https://fabtcg.com/decklists/mathew-frye-prism-deck-proquest-cincinnati-102421/
United States of America,17 Oct 2021,Nam Vo Oldhim Deck – The Calling Dallas 10.17.21,The Calling - Dallas,Booster Draft,"Oldhim, Grandfather of Eternity",1st,https://fabtcg.com/decklists/nam-vo-oldhim-deck-the-calling-dallas-101721/
United States of America,17 Oct 2021,Jack McHalffey Prism Deck – The Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Prism, Sculptor of Arc Light",1st,https://fabtcg.com/decklists/jack-mchalffey-prism-deck-the-calling-dallas-proquest-101721/
United States of America,17 Oct 2021,Jasiel Diez Bravo Deck – Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Bravo, Showstopper",2nd,https://fabtcg.com/decklists/jasiel-diez-bravo-deck-calling-dallas-proquest-101721/
United States of America,17 Oct 2021,Sam Yuen Bravo Deck – The Calling Dallas ProQuest 10.17.21,The Calling - Dallas,Classic Constructed,"Bravo, Showstopper",4th,https://fabtcg.com/decklists/sam-yuen-bravo-deck-the-calling-dallas-proquest-101721/
